图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,圣女果-预测置信度,山竹-预测置信度,杨梅-预测置信度,柚子-预测置信度,柠檬-预测置信度,桂圆-预测置信度,梨-预测置信度,椰子-预测置信度,榴莲-预测置信度,火龙果-预测置信度,猕猴桃-预测置信度,石榴-预测置信度,砂糖橘-预测置信度,胡萝卜-预测置信度,脐橙-预测置信度,芒果-预测置信度,苦瓜-预测置信度,苹果-红-预测置信度,苹果-青-预测置信度,草莓-预测置信度,荔枝-预测置信度,菠萝-预测置信度,葡萄-白-预测置信度,葡萄-红-预测置信度,西瓜-预测置信度,西红柿-预测置信度,车厘子-预测置信度,香蕉-预测置信度,黄瓜-预测置信度
../../dataset/fruit30_split\val\苦瓜\108.jpg,16,苦瓜,16,苦瓜,28,黄瓜,21,菠萝,True,0.001366947,0.0003156226,8.996912e-06,2.6718026e-05,0.00021559275,0.0003338857,2.0431415e-05,5.4419743e-05,0.00086537475,0.0006261736,0.00028325352,0.00038036692,0.00028222968,0.0042931265,3.531552e-05,0.0011295843,0.90347403,9.2828544e-05,4.55702e-05,0.0016971977,0.00028477493,0.03518465,0.0021170436,0.0010368782,0.0040163323,0.002802074,9.880147e-06,2.8493068e-05,0.038972277
../../dataset/fruit30_split\val\苦瓜\110.jpg,16,苦瓜,1,山竹,16,苦瓜,19,草莓,True,0.017471178,0.32864884,0.0040026205,0.0028113425,0.0066136876,0.018362857,3.6956335e-05,0.0009076561,0.0054113558,0.0008468054,0.037417136,0.023431886,0.00067784917,0.008286325,0.0004153912,0.005185371,0.20470421,0.0025288078,0.00047649821,0.122671165,0.028201003,0.0021367117,0.010734377,0.04314998,0.0430177,0.03206954,0.039003886,0.0022188292,0.008560118
../../dataset/fruit30_split\val\苦瓜\118.jpg,16,苦瓜,16,苦瓜,24,西瓜,28,黄瓜,True,7.213783e-06,2.0555703e-05,3.335597e-05,0.00017055446,0.0022537853,4.19924e-06,0.00017327831,0.00012411829,0.000450754,0.00035323194,0.00149383,1.5757569e-05,6.933257e-07,2.1469281e-05,7.313414e-06,1.6129834e-05,0.970737,0.00011280479,0.002188567,0.00012695315,3.82139e-05,0.00011201065,0.0011210197,3.8493825e-05,0.010316525,9.7834665e-05,0.00011725223,1.9515388e-05,0.009827456
../../dataset/fruit30_split\val\苦瓜\12.jpg,16,苦瓜,16,苦瓜,28,黄瓜,8,榴莲,True,1.2772979e-05,9.646223e-06,0.000112352434,7.8144876e-05,0.00014164358,9.307858e-06,2.349588e-05,7.6430006e-05,0.0027197476,0.000100693345,1.2054134e-05,4.9018447e-05,7.645016e-06,5.609867e-05,5.5879427e-05,5.6220677e-05,0.98096347,1.01564665e-05,2.0418931e-05,0.00049471296,0.0002691473,0.0016400408,0.00029634198,9.417288e-06,0.00089312706,7.297089e-06,3.3982047e-05,0.00091367983,0.010927112
../../dataset/fruit30_split\val\苦瓜\122.jpg,16,苦瓜,16,苦瓜,28,黄瓜,24,西瓜,True,2.524426e-06,2.5724662e-06,1.015843e-05,1.5577796e-05,1.0383256e-05,7.961145e-07,7.092248e-06,3.0332068e-05,2.1984624e-05,8.6008375e-05,2.6813614e-05,7.818924e-06,4.468115e-07,3.4733526e-05,2.01037e-05,7.880911e-06,0.99282277,8.930386e-06,2.9418115e-05,1.6633714e-05,1.7622184e-05,5.4491295e-05,6.120466e-05,2.1174922e-06,0.00035612713,2.4753574e-05,6.4365526e-07,8.4633284e-05,0.006235452
../../dataset/fruit30_split\val\苦瓜\124.jpg,16,苦瓜,16,苦瓜,21,菠萝,15,芒果,True,0.001958963,0.00020919499,0.00027480652,0.0016563971,0.01968134,3.8978415e-05,0.00046459745,3.14855e-05,0.014538776,0.00037546593,0.012596705,0.00038397178,0.0018070596,0.002820094,0.0010021662,0.08224428,0.5642524,0.00049092405,0.0035839544,0.0054005845,0.00020920517,0.16486987,0.00622955,8.68904e-05,0.07061244,0.002651599,6.17052e-05,0.0019407804,0.039525863
../../dataset/fruit30_split\val\苦瓜\140.jpg,16,苦瓜,16,苦瓜,28,黄瓜,24,西瓜,True,0.00013822656,9.616636e-06,0.00017161346,0.00020129018,0.00012248916,1.3781607e-07,1.5289119e-05,0.00010018901,0.00017639784,0.00052466616,9.728611e-06,3.564245e-06,6.493827e-07,7.7051045e-05,3.5800505e-05,0.00010898339,0.96423095,1.165226e-06,3.7096852e-05,0.00019397361,0.00013614638,0.00052365434,2.1840833e-05,6.656575e-06,0.005345453,3.8860562e-05,4.14497e-05,0.0027460642,0.024981098
../../dataset/fruit30_split\val\苦瓜\141.jpg,16,苦瓜,16,苦瓜,15,芒果,21,菠萝,True,0.006516833,0.00078827667,0.0119684655,0.005282384,0.0074167824,0.0007855383,0.00088733196,0.00036995567,0.00041639607,7.690314e-05,0.00030459336,0.0051420922,0.0012222687,0.03610326,0.0056011835,0.05510911,0.720568,0.00010332571,0.0033374599,0.001453311,0.00031755964,0.046629593,0.03569212,0.0003052037,0.006903698,0.024823021,0.00044063714,0.0017621982,0.019672507
../../dataset/fruit30_split\val\苦瓜\142.jpg,16,苦瓜,16,苦瓜,28,黄瓜,13,胡萝卜,True,0.00010254024,3.6957053e-06,8.229127e-06,2.173048e-05,7.6945274e-05,8.742622e-07,4.0296563e-06,9.447337e-06,0.0002805933,1.8631059e-05,1.00229245e-05,1.954999e-06,1.1690556e-06,0.0017317196,1.0758568e-05,3.602908e-05,0.95290244,1.0670249e-06,3.2938065e-06,4.3373406e-05,1.1707912e-05,0.00048225228,2.6444995e-05,1.34552665e-05,0.0017071333,1.7674389e-05,2.9168223e-05,0.0012708636,0.041172747
../../dataset/fruit30_split\val\苦瓜\154.jpg,16,苦瓜,16,苦瓜,28,黄瓜,24,西瓜,True,0.0006026992,0.0003967816,0.002771311,0.0016364855,0.011687528,0.003397718,0.0033701165,0.0015346316,0.0025228935,0.0031921833,0.0021318332,0.00042673683,0.00052113197,0.00412165,0.0047106333,0.0014110245,0.69869673,0.00013434608,0.005065954,0.0018691005,0.00034916663,0.0026660094,0.010285629,0.0005968785,0.019762179,0.00086946413,0.00023747984,0.0026707835,0.2123611
../../dataset/fruit30_split\val\苦瓜\157.jpg,16,苦瓜,16,苦瓜,21,菠萝,10,猕猴桃,True,0.0058517754,0.006708793,0.00905783,0.009237276,0.0205615,0.00028527246,0.0013961478,0.00092491455,0.017523881,0.00021611528,0.111638226,0.0008813716,0.006771872,0.0048268773,0.0046654353,0.029473864,0.42265874,0.0009896475,0.0032004837,0.016666748,0.008402486,0.13944618,0.0053882073,0.028760437,0.108138464,0.014267732,0.0006253175,0.00800585,0.013428608
../../dataset/fruit30_split\val\苦瓜\160.jpg,16,苦瓜,16,苦瓜,8,榴莲,24,西瓜,True,3.9899846e-06,1.5355681e-05,2.0218936e-07,5.759446e-06,1.8133067e-06,2.5314378e-06,3.3972e-07,3.7828613e-06,0.0049619735,4.5536406e-05,2.1186393e-05,2.0326247e-06,2.8606458e-08,2.5318773e-06,1.973391e-08,1.9053414e-06,0.99000937,3.4684152e-07,1.471469e-06,5.6835077e-05,2.6290287e-05,0.0012281629,3.7324717e-05,1.6613096e-05,0.0029245508,9.50295e-06,1.0355545e-06,6.386703e-05,0.0005557849
../../dataset/fruit30_split\val\苦瓜\169.jpeg,16,苦瓜,16,苦瓜,28,黄瓜,13,胡萝卜,True,0.00039990846,3.6443605e-05,7.858198e-05,7.509988e-05,1.331826e-05,6.5046947e-06,1.2659914e-05,2.6803902e-05,0.00014287216,4.7627935e-05,3.3245185e-05,5.181118e-07,4.996546e-07,0.0011209989,8.825621e-06,0.000104853585,0.9830808,2.7216174e-06,1.1005157e-05,3.7404065e-05,0.00029894002,0.00033905255,0.000104206214,5.452696e-05,0.00091242755,3.1091407e-05,2.7398562e-05,0.00017094324,0.012820494
../../dataset/fruit30_split\val\苦瓜\171.jpg,16,苦瓜,16,苦瓜,28,黄瓜,24,西瓜,True,6.150378e-05,1.4114887e-05,6.243813e-05,3.4506313e-05,6.375659e-06,5.5515244e-07,4.743078e-06,0.00010056875,1.5089449e-05,1.2630705e-05,1.1668366e-05,3.1982574e-06,7.450865e-08,7.2415924e-06,6.0177956e-07,1.17485715e-05,0.84497327,3.749476e-06,5.8194155e-06,0.00014812949,7.017768e-06,8.108409e-05,3.3297158e-05,4.3083517e-07,0.0055359127,5.6916582e-05,0.00026668826,0.0011189134,0.14742175
../../dataset/fruit30_split\val\苦瓜\172.jpg,16,苦瓜,16,苦瓜,28,黄瓜,22,葡萄-白,True,5.527412e-05,0.00012761143,0.0036804671,0.0013208577,0.002569444,0.0074666804,0.00046257157,0.003444512,0.0030543937,0.0006539749,0.005975338,0.00012704036,1.9354362e-05,0.0009264733,0.00037169838,0.0047520073,0.5094933,8.8409965e-05,0.0062627904,0.000362836,0.0001633114,0.0026228102,0.019974994,0.0001092833,0.014234011,0.00020451729,5.8949474e-05,0.00030787676,0.41110936
../../dataset/fruit30_split\val\苦瓜\189.jpg,16,苦瓜,16,苦瓜,21,菠萝,22,葡萄-白,True,0.0001797,1.2826594e-06,6.1313467e-06,0.0007701823,1.01388505e-05,2.4220813e-06,5.1013518e-05,1.5241846e-05,0.00078170607,4.5111326e-05,0.00013532062,1.3219343e-05,2.1514393e-06,0.0019130434,7.31537e-06,0.00025293906,0.9181243,1.2163697e-05,6.1048286e-06,0.00030468463,5.4197517e-06,0.046217024,0.02821886,8.221223e-06,0.00068838836,9.581733e-05,1.8958357e-06,0.0010624442,0.0010676491
../../dataset/fruit30_split\val\苦瓜\2.jpg,16,苦瓜,16,苦瓜,28,黄瓜,24,西瓜,True,2.3513838e-05,2.1789905e-05,9.911725e-06,0.00017939474,7.3542265e-05,4.0073655e-06,1.7373586e-05,7.356892e-05,0.0005989556,0.0003335824,7.170259e-05,8.7276685e-06,1.419098e-06,0.00046238437,8.9209436e-07,3.383023e-05,0.9548806,2.350117e-05,6.4192434e-05,0.0001853103,5.513984e-05,0.0010053,0.0004257398,1.5375917e-05,0.004296501,3.314092e-05,4.4780816e-05,0.00058645115,0.036469236
../../dataset/fruit30_split\val\苦瓜\21.jpg,16,苦瓜,16,苦瓜,28,黄瓜,22,葡萄-白,True,1.8198258e-05,9.487254e-06,9.322516e-05,0.00018161096,9.1921924e-05,9.9250356e-05,0.00013144774,0.00011752531,0.00043981615,0.000116642754,0.00014421683,4.4872497e-05,3.5015026e-05,0.00032313453,4.0943818e-05,0.00017067802,0.7317328,3.6605394e-05,0.00013685998,0.00032525315,0.0001786094,0.0004104729,0.0028848087,4.231222e-05,0.0020060684,2.9993385e-05,9.450816e-06,0.00028351895,0.25986534
../../dataset/fruit30_split\val\苦瓜\23.jpg,16,苦瓜,16,苦瓜,28,黄瓜,22,葡萄-白,True,0.00013095721,1.7111775e-05,0.00038640044,5.7851907e-05,7.031809e-05,5.262415e-05,6.690764e-05,3.3426346e-05,0.00013365987,0.00031350026,0.00020772287,2.3532417e-05,4.4647545e-06,5.0390467e-05,2.1929134e-06,0.00020820659,0.9657064,0.00024869922,9.8133314e-05,0.00017112681,0.00028267314,0.00040465925,0.0013936327,0.00024945484,0.00061790616,3.2405467e-05,8.790877e-05,0.0010270291,0.027920531
../../dataset/fruit30_split\val\苦瓜\25.jpg,16,苦瓜,16,苦瓜,13,胡萝卜,8,榴莲,True,0.0011942006,9.8531506e-05,0.001581968,0.00016224336,1.9788391e-05,0.00090738456,3.3694785e-05,0.0023784908,0.017746594,0.00010835303,0.0009411438,3.206507e-05,8.878206e-05,0.029714545,2.622201e-05,9.663034e-05,0.908192,1.9233088e-05,6.782034e-05,0.0015274363,0.008303644,0.010926016,0.0013104137,0.00067390146,0.00066064333,0.00015053274,0.0004449084,0.0018324255,0.010760425
../../dataset/fruit30_split\val\苦瓜\41.jpeg,16,苦瓜,16,苦瓜,24,西瓜,8,榴莲,True,4.3518674e-05,8.463577e-05,6.6739963e-06,0.00014315895,6.700856e-05,7.2801536e-06,0.00017724211,7.661008e-05,0.00806197,0.00083028106,0.0002791906,4.404487e-06,1.8002587e-06,7.3616784e-06,3.2476462e-06,5.964879e-05,0.9513552,0.000782719,0.00081768783,0.0013407733,0.00068561715,0.001958703,0.007288157,8.33593e-05,0.024338033,0.00017739802,3.8091803e-05,0.0003969412,0.00088340946
../../dataset/fruit30_split\val\苦瓜\47.jpg,16,苦瓜,28,黄瓜,16,苦瓜,13,胡萝卜,True,1.1490006e-05,6.0520915e-07,5.3013973e-06,7.2161947e-06,5.249413e-06,8.82445e-08,3.6226525e-06,2.4982419e-06,8.3732075e-06,1.0536042e-05,3.8414314e-06,4.1545995e-06,6.194195e-07,0.00069924956,1.6527464e-06,0.00015927326,0.38681766,6.3293527e-07,5.560511e-05,2.7777045e-05,8.944923e-07,4.2086653e-05,5.3918382e-05,4.8977034e-07,0.00020746363,9.958196e-06,3.9916594e-07,4.888357e-05,0.6118103
../../dataset/fruit30_split\val\苦瓜\50.jpg,16,苦瓜,16,苦瓜,24,西瓜,28,黄瓜,True,3.603631e-05,8.701513e-06,1.8967212e-05,1.5829031e-05,2.556527e-05,4.0613384e-07,3.1540213e-07,1.6133649e-06,0.00034343827,7.321046e-06,2.1256375e-05,1.2753878e-07,1.091888e-07,3.0250494e-05,8.416662e-07,1.08470385e-05,0.9942357,1.6780725e-06,1.8158105e-06,0.0006800681,0.00025774667,0.00027347388,3.0718315e-05,6.3132247e-06,0.0031149467,2.132482e-05,1.6491285e-06,7.675709e-05,0.0007761757
../../dataset/fruit30_split\val\苦瓜\53.jpg,16,苦瓜,16,苦瓜,28,黄瓜,22,葡萄-白,True,0.00032474424,0.00017000352,0.00019394452,0.0008042086,0.0011001609,3.6599144e-07,4.1944004e-05,3.5686913e-05,0.0022354282,0.0013020287,0.00010998739,1.4111097e-06,3.3495623e-06,0.0044372166,2.1740827e-05,0.0015862234,0.68784595,5.7958675e-07,5.5364344e-05,0.0010877658,2.5348418e-05,0.0053952485,0.008273676,2.9809686e-05,0.003133003,1.6667904e-05,5.2621285e-06,0.00039371534,0.28136918
../../dataset/fruit30_split\val\苦瓜\54.jpg,16,苦瓜,16,苦瓜,28,黄瓜,13,胡萝卜,True,5.9164617e-05,2.513549e-07,4.776535e-06,3.776796e-06,1.0835195e-05,2.6057714e-08,1.8656153e-06,1.3926723e-07,1.8194176e-05,5.6679605e-06,7.668878e-07,7.964719e-07,6.9936556e-07,0.0011462007,5.8355076e-06,7.6027e-05,0.8967445,9.769337e-08,2.0932103e-07,6.45575e-05,1.8056556e-06,0.00040194698,2.140225e-05,5.996076e-07,0.000109288085,6.2370173e-06,2.8546307e-07,1.3284297e-05,0.10130089
../../dataset/fruit30_split\val\苦瓜\59.jpg,16,苦瓜,16,苦瓜,28,黄瓜,22,葡萄-白,True,1.7131226e-05,1.0944025e-06,2.7463727e-06,9.891738e-06,8.186279e-06,2.2465063e-06,2.0686286e-05,1.8769699e-05,0.0001197167,1.0860706e-05,4.362043e-05,2.898053e-07,8.99525e-08,0.00016859527,1.6628738e-06,4.6696867e-05,0.9951649,4.2525681e-07,2.1556458e-05,7.3782294e-06,2.3692686e-05,2.0235031e-05,0.0015228598,7.878916e-06,9.8170305e-05,1.1002419e-06,2.581758e-06,0.00014732304,0.002509524
../../dataset/fruit30_split\val\苦瓜\62.jpg,16,苦瓜,16,苦瓜,28,黄瓜,8,榴莲,True,0.000120211815,6.558769e-05,0.0011026104,0.0020354753,7.130116e-05,0.00014570537,0.00020983275,0.00029516092,0.025084903,0.00017101438,0.0041364767,5.1452385e-05,4.9477265e-05,0.0004016166,6.77235e-05,0.0007493582,0.866344,2.2623522e-05,9.369108e-05,0.0004706642,0.0014188865,0.00028104175,0.0013759325,5.2275307e-05,0.0016302775,0.00017186014,9.7500924e-05,0.00019538112,0.09308802
../../dataset/fruit30_split\val\苦瓜\69.jpg,16,苦瓜,16,苦瓜,28,黄瓜,24,西瓜,True,3.7393882e-05,2.2155173e-06,4.2702587e-07,1.018454e-05,8.398788e-06,1.0210753e-06,1.2403244e-07,5.240249e-07,1.1968118e-06,3.9533024e-06,5.234548e-06,8.1655725e-07,4.1205215e-08,0.00035408087,3.0559983e-07,9.930609e-05,0.94279003,4.8737355e-08,4.3788455e-06,6.556046e-06,1.0473909e-06,0.00013175319,0.00015146127,2.4934008e-07,0.00047341964,6.20432e-05,5.7593482e-08,8.284016e-06,0.055845674
../../dataset/fruit30_split\val\苦瓜\70.jpg,16,苦瓜,28,黄瓜,16,苦瓜,14,脐橙,True,0.0015633842,0.0019520185,0.017002434,0.012805325,0.0035110204,0.006940102,0.0037556805,0.023749879,0.027339363,0.002861706,0.019828282,0.008530763,0.0023314336,0.03936525,0.044822156,0.02184246,0.2567935,0.0030901916,0.0012934393,0.0031856846,0.002441018,0.0115704015,0.0051806895,0.009129804,0.012513821,0.0066570267,0.0010502974,0.013439954,0.43545288
../../dataset/fruit30_split\val\苦瓜\79.jpg,16,苦瓜,16,苦瓜,28,黄瓜,24,西瓜,True,0.00031617907,2.356182e-06,0.00011536065,5.1909916e-05,0.0005193423,1.2418842e-05,4.0954222e-07,3.374562e-05,2.460993e-05,5.5797693e-05,4.9566104e-05,1.2763354e-06,5.8359797e-06,4.7598933e-05,7.797459e-06,2.0087342e-05,0.9841204,2.7195454e-06,0.000112334346,0.00036570992,0.00021818843,1.1617504e-05,0.00012949336,1.1547082e-06,0.004748955,9.7348646e-05,9.211139e-06,5.1783213e-06,0.008913131
../../dataset/fruit30_split\val\苦瓜\81.jpeg,16,苦瓜,16,苦瓜,28,黄瓜,19,草莓,True,0.002576855,0.00014011769,3.6529298e-05,0.0003079975,4.559648e-05,1.1437309e-05,7.797924e-06,3.5532867e-05,6.0663813e-05,0.0007241678,0.00016739451,4.710789e-05,5.0365334e-06,0.0001242159,6.7893316e-06,9.381057e-05,0.9782678,2.556409e-05,4.2215e-05,0.0043025455,2.2263761e-05,6.1050225e-05,0.00063345424,2.1027065e-05,0.0009873057,0.0016853904,0.0004515333,1.958163e-05,0.009089112
../../dataset/fruit30_split\val\苦瓜\82.jpg,16,苦瓜,16,苦瓜,28,黄瓜,27,香蕉,True,0.0012797277,0.0001692171,0.0028084407,0.0010745866,0.004671595,0.000391886,0.00032368497,0.0017108913,0.001863812,0.0011937398,0.0023248421,0.00012242432,0.00012180129,0.007142361,0.00056334416,0.0014238677,0.77643883,0.0005463015,0.0027157993,0.0033320347,0.0005391995,0.0041252617,0.0018821778,0.0004759104,0.0064014466,0.00081823097,0.0010365043,0.0073146424,0.16718735
../../dataset/fruit30_split\val\苦瓜\89.jpg,16,苦瓜,21,菠萝,8,榴莲,16,苦瓜,True,0.00017088758,1.3781889e-05,0.0006825195,0.0055421703,0.00010329638,0.0019331303,0.0047789686,0.0014218906,0.05864365,0.001309867,0.0074370233,0.0011326991,5.340828e-05,9.423764e-05,1.4404284e-05,0.0024067191,0.055552512,7.044395e-05,0.00010934041,0.0003297551,0.016686643,0.8260047,0.0027509588,0.00139871,0.0056557474,9.279732e-05,3.0744293e-05,0.003344091,0.0022348484
../../dataset/fruit30_split\val\苦瓜\90.jpg,16,苦瓜,16,苦瓜,20,荔枝,28,黄瓜,True,7.0803995e-05,0.00015276828,0.0003195432,2.4298173e-05,6.50931e-05,6.416746e-05,4.9742397e-05,8.817895e-05,0.00017426263,0.0018245499,2.1606462e-05,0.00011751527,5.0017392e-05,0.0013427399,8.430826e-05,0.00020041999,0.9844338,9.80253e-06,6.151593e-05,0.00013391975,0.0056944997,0.0012375936,3.477888e-05,3.9502203e-05,0.0005501843,0.0001292647,6.0047667e-05,0.00012874148,0.0028363105
../../dataset/fruit30_split\val\苦瓜\97.jpg,16,苦瓜,16,苦瓜,28,黄瓜,24,西瓜,True,3.5650253e-05,2.4247684e-05,8.356671e-06,6.689065e-05,0.00038980355,1.2715059e-06,7.620778e-05,0.0002362475,0.00234533,0.0015174377,0.0001027724,3.2227335e-06,5.718002e-07,2.3040791e-05,1.0082699e-06,4.3828986e-05,0.96759504,1.1858731e-05,5.3792708e-05,0.0005383723,4.674171e-05,9.125977e-05,0.0019035494,2.4095474e-05,0.011671696,8.628953e-05,1.5799311e-06,4.246236e-05,0.013057457
../../dataset/fruit30_split\val\苹果-红\102.jpg,17,苹果-红,17,苹果-红,11,石榴,23,葡萄-红,True,0.00011982008,0.0006503322,0.0005343371,0.002182245,9.392864e-05,2.1520449e-05,0.00024567085,8.393269e-05,5.8972273e-06,9.301282e-05,5.7079258e-05,0.002800152,9.1683854e-05,1.6609736e-06,5.633147e-05,0.0013005652,2.7166896e-06,0.98604,0.00010703607,0.00023079102,0.0005700329,1.1127771e-06,0.0013103595,0.0024847847,0.0006662654,0.00010412949,0.00014203877,1.1893468e-06,1.3182608e-06
../../dataset/fruit30_split\val\苹果-红\111.jpg,17,苹果-红,17,苹果-红,11,石榴,23,葡萄-红,True,0.0001020936,0.00035243513,0.00016562501,0.0002460058,6.0440225e-06,0.00040997472,5.6599845e-05,0.00016451094,8.726443e-05,0.00010531391,0.000100085905,0.008930298,0.0014412267,0.0005094171,0.000107061256,0.00019510835,4.6253066e-05,0.97144353,8.415969e-06,0.0010260082,0.0044138436,0.000108033884,0.00082772475,0.0063568656,0.0004066446,0.00022270347,0.0021506762,3.2084165e-06,7.007712e-06
../../dataset/fruit30_split\val\苹果-红\120.jpg,17,苹果-红,17,苹果-红,12,砂糖橘,11,石榴,True,3.6149795e-05,0.00074428495,0.00028095677,0.00017994904,2.8404165e-05,3.4657303e-05,2.2564049e-05,1.0797879e-05,3.196907e-06,1.8900602e-05,7.320994e-05,0.006291735,0.00690216,3.1312145e-05,0.00027407124,0.00027525864,1.152798e-06,0.98155767,0.000184734,1.302822e-05,0.00015040023,1.2969057e-06,0.00010445667,0.00071408536,0.00034585735,0.000101578364,0.0016073888,1.0033154e-05,5.971968e-07
../../dataset/fruit30_split\val\苹果-红\125.jpg,17,苹果-红,17,苹果-红,12,砂糖橘,20,荔枝,True,0.00011009338,0.00032118527,0.00028287843,0.0003100525,1.5591333e-05,0.00021038628,1.4541872e-05,0.00012933889,5.695444e-06,0.0002914569,8.279093e-05,0.00022124838,0.002607479,3.9376748e-05,5.2633102e-05,5.503606e-05,4.4799635e-05,0.9904811,2.72248e-05,0.00024940472,0.001797352,8.0057025e-06,0.00031565016,0.00044841314,0.0007850653,3.4229713e-05,0.0010258912,2.4546584e-05,8.591044e-06
../../dataset/fruit30_split\val\苹果-红\129.jpg,17,苹果-红,17,苹果-红,11,石榴,3,柚子,True,0.0006071318,2.0257461e-05,4.358445e-05,0.0018780294,0.0012962278,2.7039896e-06,0.00069159083,0.00012522316,1.175002e-05,1.7377763e-05,0.00059445295,0.0024119504,0.00041545124,4.5247667e-05,0.00031945336,0.0003439121,6.114339e-06,0.987439,0.0007048446,0.00020584193,2.863762e-05,0.00012406324,1.0216367e-05,1.3529377e-05,0.00067843776,0.0011690151,0.00076704787,2.169109e-05,7.2627718e-06
../../dataset/fruit30_split\val\苹果-红\132.jpg,17,苹果-红,17,苹果-红,23,葡萄-红,5,桂圆,True,0.00184254,0.011219139,0.0017189371,0.0011970443,0.0017042261,0.042298738,0.01388643,0.0072853966,0.0020673429,0.0018022021,0.008101716,0.003999451,0.0076054777,0.005017656,0.0005841669,0.028903203,0.00010035124,0.51479745,0.006375389,0.00011554389,0.004037433,0.00018187473,0.023243284,0.29964408,0.006507246,0.00055535353,0.0047823177,0.00015689037,0.00026922647
../../dataset/fruit30_split\val\苹果-红\134.jpg,17,苹果-红,17,苹果-红,12,砂糖橘,23,葡萄-红,True,0.0014656418,0.00027338986,0.0011398385,0.000107571504,8.032414e-05,0.0008549706,0.00026706138,5.6951227e-05,7.844907e-05,5.8805468e-05,0.0019266803,0.0038079827,0.0212601,0.00021233245,0.001050957,0.0036172038,1.0320912e-05,0.9546546,5.4301483e-05,0.00020198243,0.0021234918,0.00022760012,0.0007121481,0.0047013923,0.00017141504,0.00010720773,0.0007388816,3.3455195e-05,5.1285974e-06
../../dataset/fruit30_split\val\苹果-红\14.jpg,17,苹果-红,17,苹果-红,12,砂糖橘,21,菠萝,True,6.783933e-06,4.042341e-05,0.00018838338,0.00013404374,0.0001319145,2.0950418e-05,0.00014857168,0.00020273576,4.148729e-05,9.819778e-06,0.00016446375,0.0003437743,0.0009592203,2.0882298e-05,0.00021643766,0.0003153763,4.2064707e-06,0.9950984,4.198137e-05,7.6846045e-05,0.00012712131,0.00077419035,0.00035878157,2.0737423e-05,0.00045540786,4.1046907e-05,4.7468573e-05,2.1311603e-06,6.2725203e-06
../../dataset/fruit30_split\val\苹果-红\160.jpg,17,苹果-红,20,荔枝,23,葡萄-红,3,柚子,False,0.0042335493,0.0009728734,0.0020229893,0.045265228,2.4067334e-05,0.0026041416,2.8687495e-05,0.005012525,0.00023609631,6.3740015e-05,0.00031216323,0.0008237354,0.0025486867,0.00014472427,6.601167e-05,0.00047747948,3.682014e-06,0.0212987,4.2705044e-05,0.044317674,0.80094576,0.0033197121,8.561412e-06,0.058104623,0.005174136,0.0017144321,0.00023129852,1.7014186e-06,2.683167e-07
../../dataset/fruit30_split\val\苹果-红\161.jpg,17,苹果-红,17,苹果-红,0,圣女果,26,车厘子,True,0.036434103,0.0002048069,0.00013272816,0.001126409,4.432657e-05,1.998524e-06,0.00037308122,0.00011693386,8.598161e-05,1.9801228e-05,0.008187517,0.002933146,0.0012402605,0.00011175307,0.0002905108,0.0021426817,8.984349e-05,0.90153515,0.00048478323,0.0008966336,4.9178412e-05,1.7514429e-05,0.00022657629,0.00014268825,0.0013954336,0.012634056,0.0287524,0.00028403915,4.572794e-05
../../dataset/fruit30_split\val\苹果-红\169.jpg,17,苹果-红,17,苹果-红,11,石榴,24,西瓜,True,5.5420916e-08,1.2381739e-06,9.0062827e-07,2.3972463e-05,1.5573055e-06,6.737827e-07,7.0685394e-07,1.2663371e-05,1.1586176e-06,4.6449168e-06,7.743518e-06,0.00012212235,9.8221735e-06,3.4644336e-06,6.418935e-06,3.2810814e-05,4.7870316e-08,0.9996228,1.5830581e-06,1.3510565e-07,8.242598e-07,3.0947234e-07,4.9714894e-05,9.793183e-07,8.973045e-05,2.2801014e-06,1.320577e-06,1.4505672e-07,1.3920757e-07
../../dataset/fruit30_split\val\苹果-红\17.jpg,17,苹果-红,17,苹果-红,9,火龙果,24,西瓜,True,2.1829248e-05,0.00011659404,0.00022169192,0.0048826514,4.8741906e-05,8.163932e-05,7.7664896e-05,0.0008800418,0.0011659706,0.005647311,0.00033754276,0.0005515631,0.00292893,0.00035411236,0.00048523647,0.0008400153,0.00016721198,0.973409,2.6229669e-05,0.00028746662,0.0005507878,2.2520828e-05,0.0013142813,0.00020020576,0.005210601,3.8408067e-05,0.000107748085,1.632464e-05,7.68749e-06
../../dataset/fruit30_split\val\苹果-红\171.jpg,17,苹果-红,17,苹果-红,11,石榴,20,荔枝,True,0.0001241181,0.000835475,0.0010451528,0.014673436,0.00022552436,0.0011313623,0.026932683,0.0038566338,7.843435e-06,0.00029710378,0.0015639788,0.07387308,0.0057367715,2.9816154e-06,0.0012570075,0.0012553704,5.616168e-06,0.8182945,0.00067866885,9.9125595e-05,0.045100123,2.0065658e-05,1.444826e-05,0.00095525855,0.00095489743,0.0009315834,0.00011259976,1.2768408e-05,1.8151417e-06
